 no_of_dependents, self_employed, income_annum, loan_amount, loan_term, cibil_score, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
5,1,4400000,10600000,20,806,3600000,10800000,2500000,0
4,1,1400000,2900000,6,723,0,4700000,1600000,0
5,1,3200000,11800000,16,565,2700000,9200000,1800000,0
1,1,3100000,9200000,16,374,3500000,7100000,3500000,1
4,0,4500000,9900000,10,509,3100000,12200000,2700000,1
3,1,9300000,23500000,16,728,9900000,27300000,9800000,0
2,0,6900000,18200000,20,396,4300000,22900000,5400000,1
0,1,3900000,8600000,2,667,6600000,13500000,2000000,0
5,0,3200000,7400000,12,583,5500000,10600000,3600000,0
1,1,5600000,21100000,10,459,1400000,13900000,8100000,1
4,1,3700000,11900000,18,635,6400000,11200000,4700000,0
3,0,8400000,27200000,12,604,8800000,23700000,4700000,0
0,1,4200000,8900000,14,796,1600000,13300000,4800000,0
4,0,3800000,8500000,10,416,4800000,14900000,4100000,1
3,0,3200000,8200000,8,311,5600000,10700000,1600000,1
1,0,9700000,33900000,10,833,16200000,28300000,6600000,0
1,1,4300000,9400000,6,543,5200000,14800000,4200000,1
5,1,8100000,20300000,18,751,7900000,31700000,7400000,0
5,1,9400000,23200000,14,885,1200000,34900000,4700000,0
4,1,8100000,19400000,6,346,9300000,29300000,4500000,1
4,0,6500000,14500000,4,588,9500000,22800000,6400000,0
2,0,9400000,23100000,4,488,3500000,28600000,10900000,1
1,1,2600000,6600000,20,765,200000,5200000,1300000,0
3,1,8000000,25600000,6,337,500000,18900000,9800000,1
1,0,4700000,9300000,8,515,4700000,14600000,5700000,1
2,1,7600000,22300000,12,555,13800000,17700000,7100000,0
1,1,6800000,27200000,2,702,2400000,27100000,6300000,0
2,1,6600000,17000000,2,457,1800000,23300000,6700000,1
2,0,8200000,27200000,10,425,4900000,29300000,4500000,1
1,1,4400000,12300000,6,583,7900000,17200000,6600000,0
1,0,8300000,29200000,6,877,9900000,31500000,9500000,0
0,0,9200000,36500000,14,522,5300000,22400000,13200000,1
5,1,2700000,8700000,20,687,1200000,9000000,1300000,0
0,0,6100000,23600000,20,856,5200000,17700000,6400000,0
4,1,9100000,33000000,8,543,14400000,19500000,11200000,1
5,1,7600000,15400000,14,576,2800000,24500000,4700000,0
2,0,7200000,17000000,10,856,12700000,15800000,6000000,0
0,1,2600000,8200000,8,722,4200000,7100000,3200000,0
4,1,6500000,20200000,12,653,1400000,23800000,6400000,0
5,0,8900000,35500000,16,480,11300000,25200000,4900000,1
2,1,5400000,14300000,14,477,700000,11100000,5500000,1
0,0,300000,500000,2,885,400000,700000,200000,0
0,0,8400000,19600000,18,530,3600000,24200000,12300000,1
3,0,8300000,17200000,8,870,8800000,18300000,10000000,0
4,0,1700000,5600000,8,395,800000,3500000,2400000,1
2,0,1500000,4200000,16,771,800000,5700000,1100000,0
1,1,200000,500000,2,579,100000,500000,100000,0
1,1,1000000,3700000,14,798,200000,3800000,1400000,0
3,1,8800000,25100000,8,473,600000,24400000,12400000,1
0,1,1000000,3200000,8,304,600000,3700000,700000,1
0,1,8600000,23000000,14,678,16400000,22900000,12000000,0
5,1,2400000,8900000,2,745,2000000,9200000,2100000,0
1,0,2400000,8900000,8,835,1200000,5500000,1100000,0
5,1,6000000,12100000,20,848,4800000,18000000,3600000,0
5,0,7600000,16300000,18,872,1900000,20700000,5000000,0
3,0,8000000,20100000,10,608,15500000,26100000,5200000,0
0,1,5400000,19500000,16,758,2700000,18300000,6000000,0
0,1,1400000,3700000,4,841,1000000,4600000,1000000,0
0,1,800000,2600000,2,618,1200000,2000000,500000,0
4,1,300000,1100000,4,457,100000,1100000,400000,0
0,0,4100000,14400000,4,844,6000000,9900000,4200000,0
2,0,1500000,3800000,4,776,0,5300000,1400000,0
1,0,4600000,13900000,8,520,6400000,9800000,2200000,1
1,1,3300000,7500000,12,648,1700000,8700000,1600000,0
4,1,7900000,31400000,10,654,15200000,25400000,5000000,0
0,0,8100000,26500000,20,342,5600000,23700000,5800000,1
5,0,900000,2800000,16,808,900000,3100000,800000,0
1,1,4900000,15200000,10,429,7300000,14400000,3300000,1
3,1,6100000,18100000,14,538,4200000,16200000,7500000,1
3,0,4500000,16400000,6,533,5600000,12200000,3900000,1
2,1,2900000,7300000,8,394,2600000,7700000,4000000,1
1,0,7900000,29300000,2,771,12800000,20400000,4000000,0
5,1,4100000,10100000,4,792,6100000,8600000,4900000,0
5,1,7700000,15500000,8,407,9100000,26300000,4600000,1
0,0,5600000,19300000,18,544,2800000,19900000,6400000,1
5,0,9000000,18000000,18,509,5200000,20000000,6100000,1
4,1,6400000,18400000,16,320,3600000,13900000,8300000,1
4,0,6900000,14700000,2,496,7000000,15500000,4000000,1
3,0,9100000,27400000,18,652,7300000,31700000,6800000,0
2,1,1100000,3700000,2,806,800000,2900000,500000,0
4,0,1700000,4500000,12,821,1900000,4900000,1500000,0
5,1,9200000,28800000,20,618,10800000,33900000,10600000,0
2,1,8300000,20600000,12,729,9000000,31400000,8400000,0
5,1,5000000,10600000,6,839,8600000,19800000,3500000,0
3,0,2200000,6400000,2,318,2100000,4300000,1500000,1
2,0,4500000,9600000,16,404,6000000,17000000,2700000,1
5,1,4100000,9000000,6,581,1500000,11300000,3400000,0
1,0,2800000,6800000,18,596,400000,7300000,1500000,0
1,0,6600000,20700000,4,415,11900000,17700000,3900000,0
3,1,3200000,7200000,6,728,2000000,8000000,4600000,0
0,0,6300000,13300000,2,666,4000000,14200000,4900000,0
2,0,4700000,17700000,14,675,7200000,13100000,6500000,0
0,0,4100000,15400000,16,304,5200000,16200000,3100000,1
5,1,7100000,15500000,4,474,9000000,22400000,9400000,1
4,1,4900000,10200000,18,370,2200000,13700000,6600000,1
4,0,5600000,20300000,20,596,10900000,12700000,7900000,0
4,0,3400000,8300000,2,567,1900000,10200000,2700000,0
3,0,4500000,16100000,16,671,3600000,12400000,5800000,0
2,0,300000,800000,18,819,300000,900000,400000,0
5,1,7600000,23000000,10,829,7300000,17600000,7300000,0
5,0,500000,1200000,12,454,500000,1000000,300000,1
0,1,5900000,15200000,16,399,3200000,12200000,6500000,1
0,0,7100000,20700000,10,784,11400000,27900000,8600000,0
2,1,8500000,26900000,6,538,16400000,21500000,4600000,1
0,1,6400000,16900000,16,759,7100000,15200000,3100000,0
2,0,7100000,21400000,12,699,13400000,22600000,4800000,0
5,0,1800000,5400000,14,347,1300000,4900000,1700000,1
3,1,6600000,25200000,20,598,3600000,20700000,8600000,0
4,1,8800000,27100000,2,406,6200000,26100000,5800000,0
2,0,4800000,15800000,20,860,3300000,13400000,5100000,0
5,1,4400000,16500000,10,806,4400000,11200000,2800000,0
0,0,2000000,6900000,2,448,3800000,7100000,1600000,0
2,0,6800000,22600000,20,393,2200000,20300000,8200000,1
5,1,6600000,16000000,12,811,5000000,14700000,5000000,0
2,0,3300000,7900000,20,829,2100000,13200000,2600000,0
3,0,7400000,23400000,16,700,3000000,20700000,8900000,0
0,1,4500000,12400000,18,719,200000,9200000,3100000,0
1,1,9500000,30500000,12,430,8000000,30800000,10500000,1
1,0,800000,3000000,4,338,1000000,2600000,400000,0
2,0,4000000,13000000,4,695,6900000,15400000,4300000,0
2,0,7000000,25700000,18,374,13700000,14900000,4500000,1
3,0,3500000,8500000,18,609,0,12700000,2500000,0
3,1,9700000,36000000,6,631,5500000,28500000,7500000,0
0,0,3400000,10800000,6,439,1400000,11600000,1900000,1
1,1,4600000,13500000,20,837,7700000,11900000,2500000,0
4,0,3800000,10400000,10,833,2500000,14100000,4200000,0
4,1,4200000,9600000,20,863,900000,9100000,3400000,0
2,0,2500000,8700000,4,684,600000,9700000,2600000,0
0,1,7000000,24600000,6,542,2600000,24500000,4700000,1
1,0,5300000,11500000,8,753,4200000,14400000,3000000,0
0,0,6400000,14200000,2,512,9200000,23100000,3500000,1
3,0,3400000,8100000,12,385,4000000,10700000,4000000,1
4,0,6700000,18800000,2,749,7900000,19900000,8600000,0
1,1,4600000,10100000,4,618,100000,12900000,4300000,0
4,1,900000,2500000,4,583,800000,1800000,1100000,0
0,0,5100000,19900000,18,655,0,17100000,7100000,0
0,1,7000000,20900000,20,380,10800000,21100000,6200000,1
3,1,4100000,14700000,6,679,3700000,10500000,5600000,0
2,0,4600000,14800000,6,410,6800000,16100000,5800000,1
2,1,3600000,11500000,8,590,5200000,10900000,3000000,0
5,0,5900000,13800000,14,397,600000,20400000,3000000,1
2,0,600000,2100000,16,425,500000,2300000,300000,1
0,0,4900000,16400000,2,383,3500000,15000000,5800000,0
5,1,6400000,23900000,6,406,12400000,25400000,4300000,1
2,0,7000000,19800000,10,563,9400000,22800000,8000000,0
3,1,6700000,13400000,14,782,4000000,25800000,9600000,0
1,1,800000,2200000,4,852,200000,2200000,1000000,0
5,0,7600000,27800000,2,753,12200000,16900000,8000000,0
5,1,3200000,7600000,4,489,2900000,10600000,1900000,1
2,1,4900000,13800000,2,586,1400000,9900000,7000000,0
3,0,7200000,20800000,16,560,10700000,21100000,3600000,0
3,0,5600000,20600000,6,487,9700000,20200000,4100000,1
4,1,7300000,18300000,8,434,2900000,26800000,6700000,1
4,0,3300000,7000000,20,504,3200000,7300000,2500000,1
2,1,9200000,25300000,4,827,15900000,19300000,11000000,0
3,1,8100000,23300000,20,657,2900000,28100000,6200000,0
5,0,6600000,21400000,10,447,11100000,20200000,6400000,1
0,1,4200000,13600000,4,834,3400000,12000000,3100000,0
2,0,5800000,21700000,8,354,2300000,12200000,6800000,1
2,1,5600000,21000000,18,883,1600000,20900000,6000000,0
0,1,3600000,9900000,12,641,2400000,9100000,2700000,0
1,1,7700000,16900000,6,621,7900000,27400000,10200000,0
0,1,7800000,23300000,10,587,9300000,27500000,9700000,0
3,0,5700000,15400000,16,424,3000000,16400000,5600000,1
5,0,6300000,20500000,14,515,3600000,18300000,9100000,1
5,1,2300000,4700000,18,592,3900000,6200000,2800000,0
4,1,9600000,19900000,6,319,16500000,28100000,6600000,1
1,1,1000000,3900000,16,360,300000,2100000,600000,1
5,1,7200000,27100000,12,535,12800000,28100000,4800000,1
2,1,3800000,11400000,16,666,2400000,8000000,3800000,0
4,1,9300000,24600000,16,419,0,26700000,5100000,1
2,1,7200000,21900000,12,640,11400000,14600000,3800000,0
0,0,7600000,19700000,12,545,5200000,29500000,7300000,1
4,0,4500000,15300000,10,843,6900000,10800000,2200000,0
1,1,9900000,30900000,20,559,6100000,38600000,12100000,0
0,1,700000,2000000,18,650,1300000,2800000,500000,0
0,0,3500000,12300000,16,479,6000000,7900000,4700000,1
1,1,300000,1000000,14,324,100000,1100000,100000,1
5,1,5400000,16700000,2,354,4500000,19300000,5200000,0
4,1,2800000,8400000,10,521,1200000,9100000,3700000,1
5,1,4900000,15900000,8,505,4900000,14900000,6100000,1
4,0,600000,1700000,12,436,0,1700000,700000,1
0,0,3000000,8100000,6,683,4900000,10200000,3200000,0
0,0,1800000,5800000,18,348,700000,6700000,1000000,1
4,1,5100000,15700000,6,867,8300000,19200000,3600000,0
5,0,1400000,4100000,14,880,1800000,2800000,2100000,0
2,1,6700000,25500000,10,673,8600000,25100000,5000000,0
3,0,4300000,12600000,18,482,900000,13200000,6100000,1
3,1,7800000,19600000,4,767,10500000,20500000,7700000,0
3,0,5400000,15800000,18,760,2300000,16400000,7200000,0
0,0,500000,1900000,2,857,500000,1800000,300000,0
1,0,8600000,26700000,10,735,9100000,20700000,11200000,0
3,0,2500000,9300000,4,810,3300000,9400000,3700000,0
4,0,3000000,7200000,2,680,3400000,9600000,1700000,0
5,1,7000000,26900000,4,889,4200000,22400000,7400000,0
1,1,400000,1500000,16,688,300000,1200000,200000,0
5,0,5200000,13700000,16,531,4500000,15700000,2900000,1
3,0,3300000,11100000,2,660,3700000,12300000,4500000,0
1,1,2400000,8800000,18,414,2200000,7100000,2500000,1
4,1,5800000,15800000,14,528,100000,21400000,8700000,1
4,1,9400000,20000000,12,817,1600000,34400000,8000000,0
2,0,6100000,15300000,2,799,5500000,17800000,5300000,0
1,1,7500000,21400000,20,655,10300000,28100000,8100000,0
2,0,4100000,16200000,6,546,3100000,15100000,3700000,1
3,0,8500000,30800000,14,745,8200000,19400000,7200000,0
0,0,4300000,16900000,8,884,5400000,12000000,3700000,0
5,0,9300000,22000000,4,822,10000000,24200000,12100000,0
4,0,6000000,18700000,2,623,4000000,19100000,5700000,0
1,1,5300000,18900000,16,361,5000000,11900000,5500000,1
5,1,7400000,16200000,2,778,2700000,19400000,9200000,0
1,1,1100000,3800000,8,779,1800000,4000000,1600000,0
1,1,6600000,20700000,4,594,200000,26400000,8900000,0
3,0,8200000,28300000,2,530,10500000,20200000,12100000,0
3,0,3300000,9300000,12,324,2600000,7500000,2000000,1
4,1,2500000,9000000,10,394,2000000,7300000,3000000,1
3,1,3300000,10400000,12,816,6300000,11800000,4900000,0
5,0,1000000,2300000,16,423,700000,2900000,1400000,1
5,1,6200000,12800000,2,539,9800000,22300000,4800000,1
1,0,7000000,21000000,20,554,6600000,14600000,5600000,0
2,1,7000000,19000000,6,523,9300000,25800000,9500000,1
1,1,5300000,12000000,10,852,10400000,18900000,5000000,0
0,1,1800000,3700000,2,505,2400000,4500000,1400000,1
0,1,2300000,7900000,10,430,2800000,8100000,1900000,1
2,0,4000000,9200000,16,784,600000,13000000,4900000,0
1,0,8900000,24000000,6,380,7400000,27700000,7500000,1
3,0,8000000,18600000,20,565,8600000,22500000,9400000,0
4,1,7900000,26900000,14,446,7300000,16500000,8200000,1
5,1,6700000,20200000,8,406,4900000,15300000,7100000,1
4,0,2400000,6000000,6,712,2200000,6000000,1200000,0
4,0,8600000,22600000,14,729,16200000,20500000,11900000,0
1,1,5300000,14600000,20,508,2800000,17000000,4600000,1
0,0,7400000,24900000,20,648,7900000,23300000,6200000,0
0,1,8700000,18700000,10,346,1800000,30700000,8200000,1
5,0,8200000,18500000,4,394,5700000,27400000,11100000,1
0,1,3700000,9700000,12,501,6600000,9200000,4600000,1
5,1,9200000,36300000,2,655,1200000,32200000,8700000,0
4,0,6100000,20900000,4,662,7000000,23300000,4100000,0
2,1,8800000,30800000,20,820,4800000,25900000,12700000,0
5,0,9200000,18900000,10,521,14500000,23400000,6900000,1
3,0,7200000,27900000,12,473,8800000,27800000,8700000,1
1,0,600000,1200000,10,561,300000,1400000,600000,0
5,0,8000000,23100000,20,461,2400000,29300000,7200000,1
4,1,6900000,13800000,16,715,6100000,20900000,8200000,0
0,1,4300000,15600000,18,440,1300000,10000000,4700000,1
3,1,8500000,24900000,18,749,1200000,31700000,10100000,0
4,0,8600000,17400000,2,787,10600000,18400000,10600000,0
3,0,6300000,13900000,18,748,8800000,21700000,8600000,0
3,1,5800000,13600000,12,321,3300000,22300000,3400000,1
3,1,1000000,2300000,10,303,400000,2500000,1000000,1
0,1,1700000,5400000,8,682,1000000,3900000,2100000,0
2,0,3200000,8600000,18,638,4900000,8600000,3500000,0
0,1,7500000,16600000,14,440,14500000,24100000,10300000,1
1,1,2000000,6600000,10,873,200000,6300000,2400000,0
3,0,9100000,19700000,20,437,13700000,23700000,12900000,1
4,1,8400000,19700000,8,796,9200000,20200000,7700000,0
4,0,7100000,27200000,16,824,8000000,22400000,3900000,0
2,0,200000,800000,6,338,0,400000,100000,1
0,1,5000000,14900000,12,575,1500000,12300000,6600000,0
0,1,4500000,16900000,8,773,6800000,14000000,6000000,0
2,1,5100000,19700000,2,733,4500000,12900000,6200000,0
3,1,4100000,10600000,14,475,4300000,13900000,4500000,1
1,0,7200000,15000000,10,677,3900000,24500000,4100000,0
3,0,7800000,17700000,6,403,3700000,24700000,10000000,1
3,1,7500000,25300000,12,767,10800000,19400000,9600000,0
3,1,6400000,21000000,2,813,10900000,20500000,4400000,0
4,0,7000000,25700000,20,597,13500000,27500000,10100000,0
4,1,9000000,31100000,8,896,4400000,23400000,13100000,0
2,1,4400000,13900000,6,810,4200000,15000000,5200000,0
2,0,900000,2000000,14,337,0,2100000,600000,1
1,0,9800000,26900000,18,792,14100000,25200000,11900000,0
4,0,600000,1600000,6,784,100000,1900000,500000,0
5,1,9700000,30100000,12,434,17900000,21000000,6900000,1
2,1,8400000,32600000,10,384,1600000,21600000,7000000,1
1,0,8300000,24900000,10,642,15400000,21600000,5800000,0
4,0,7900000,29900000,8,314,4600000,26000000,8100000,1
1,0,8600000,25900000,2,606,14900000,32700000,12200000,0
5,1,6700000,17600000,14,843,200000,19500000,5600000,0
0,0,2700000,7400000,10,778,800000,5600000,2800000,0
0,0,6600000,25600000,8,718,12200000,21700000,9000000,0
1,1,7100000,20800000,20,437,7300000,24700000,8800000,1
5,1,300000,700000,10,586,400000,1000000,100000,0
2,0,2200000,7000000,6,777,400000,4400000,3300000,0
1,1,8700000,31700000,12,525,10200000,30300000,6100000,1
4,0,7200000,23100000,12,632,8500000,19400000,4400000,0
0,0,2000000,4800000,20,337,2200000,5500000,1700000,1
4,1,8600000,27900000,8,458,1800000,34000000,11700000,1
2,1,2300000,5400000,8,364,500000,7000000,2000000,1
2,1,9600000,29800000,16,499,6300000,31800000,7400000,1
2,1,1900000,6500000,16,887,1200000,4500000,1700000,0
1,0,2100000,6300000,16,882,2200000,7700000,2900000,0
1,1,3900000,8700000,8,817,2500000,10700000,2100000,0
5,1,200000,300000,10,704,100000,800000,200000,0
1,1,1900000,4500000,12,742,2000000,4400000,1200000,0
0,1,3200000,11600000,4,393,300000,8000000,3100000,0
0,0,1100000,4300000,18,828,800000,2900000,900000,0
5,1,8000000,21500000,12,779,15100000,29800000,10400000,0
4,1,6100000,21700000,6,860,900000,14100000,5600000,0
5,0,3200000,10600000,2,432,3700000,11200000,3700000,0
4,1,9000000,30400000,20,532,7400000,30500000,13100000,1
0,1,1200000,3200000,2,678,1000000,3400000,900000,0
3,0,7900000,27000000,6,601,7800000,27600000,11500000,0
3,1,7700000,23100000,8,807,9800000,20400000,7000000,0
2,0,4400000,16500000,16,879,7500000,10300000,5400000,0
1,0,3100000,11200000,18,665,5400000,12000000,2500000,0
5,1,2600000,9300000,16,697,1200000,7700000,3700000,0
4,0,5500000,21700000,14,867,8700000,15200000,3100000,0
1,0,5700000,15500000,8,544,8700000,20900000,7000000,1
5,0,6100000,20700000,20,482,2000000,16900000,5900000,1
2,0,8200000,22500000,18,857,14300000,28400000,8400000,0
1,0,6000000,21200000,12,549,8200000,16900000,6200000,1
1,1,8000000,30600000,10,720,8500000,24900000,9700000,0
4,0,2000000,4800000,8,302,800000,4000000,2600000,1
5,1,1300000,2900000,12,669,1700000,3900000,1800000,0
1,0,7000000,27100000,6,591,12200000,21500000,4900000,0
3,0,4100000,15300000,6,440,5100000,8200000,2000000,1
3,0,8000000,26200000,16,890,4300000,25000000,4000000,0
4,0,8100000,28000000,8,663,11300000,26000000,5500000,0
4,1,9500000,22600000,14,433,900000,23100000,13400000,1
0,0,9200000,22500000,10,317,17400000,28500000,10700000,1
2,0,3900000,14700000,16,360,200000,8300000,2900000,1
1,0,9100000,26200000,8,727,7100000,27800000,8900000,0
3,1,3000000,8300000,4,685,5400000,11300000,3800000,0
4,0,2000000,4300000,8,373,2700000,7700000,2200000,1
5,0,6300000,14600000,8,469,10100000,24500000,3800000,1
3,1,4100000,10900000,8,548,5200000,13200000,4300000,1
0,0,9800000,29400000,20,618,14600000,33800000,8300000,0
2,0,5200000,15400000,8,658,7500000,12800000,3200000,0
3,0,7600000,28700000,18,781,12400000,29600000,8000000,0
3,0,9200000,35500000,2,715,11800000,19800000,11700000,0
5,0,2200000,8100000,4,409,0,4900000,2400000,1
2,1,8300000,20600000,10,504,900000,33200000,6700000,1
3,1,6100000,21600000,16,428,6100000,15100000,7200000,1
2,0,4500000,16600000,20,704,4200000,16900000,2400000,0
3,0,6600000,18800000,12,834,9300000,13700000,4800000,0
4,0,8900000,34900000,14,694,2800000,20600000,9100000,0
4,1,3900000,13300000,20,453,500000,12300000,4700000,1
3,1,8900000,35400000,14,404,7700000,26400000,5900000,1
5,0,6400000,22300000,12,776,9100000,24100000,5800000,0
1,1,9500000,28700000,16,526,4900000,31800000,6600000,1
3,1,300000,1000000,8,641,200000,1100000,200000,0
5,0,4100000,12300000,6,582,6100000,14100000,3500000,0
2,0,8100000,20800000,18,778,15500000,16700000,10600000,0
4,0,9900000,28400000,10,763,12700000,35800000,5800000,0
0,0,4800000,19000000,12,650,1000000,15600000,4800000,0
0,1,2900000,9700000,2,820,1600000,9100000,3900000,0
1,1,3500000,13500000,12,824,3900000,11600000,4100000,0
1,1,4900000,12600000,4,718,7300000,11800000,3800000,0
2,1,5100000,13300000,14,313,7900000,18000000,3900000,1
5,0,7300000,26200000,10,751,12200000,26700000,10400000,0
0,1,200000,300000,18,520,300000,600000,100000,1
2,0,1400000,4700000,4,355,600000,4400000,1400000,0
3,1,8700000,33600000,14,314,10000000,21700000,6200000,1
1,1,2800000,5900000,20,728,3200000,10300000,1400000,0
3,1,9100000,30100000,14,564,7300000,22700000,8200000,0
0,1,6800000,15300000,14,699,2600000,13900000,8300000,0
0,1,5000000,17000000,6,624,6200000,15400000,5900000,0
0,1,4400000,16800000,14,795,8700000,12600000,3400000,0
5,1,8400000,18600000,20,703,7100000,28800000,9500000,0
4,0,7800000,17300000,4,394,13100000,24300000,7200000,1
4,1,4800000,9900000,14,779,9300000,18600000,2900000,0
1,0,3200000,8800000,4,405,2600000,10700000,3400000,1
5,1,2300000,6700000,16,612,3300000,8800000,2000000,0
5,1,9200000,28100000,10,448,3300000,33200000,10700000,1
2,1,4700000,13700000,6,506,7900000,16700000,3500000,1
0,1,8000000,30400000,2,776,1400000,29100000,7800000,0
1,1,2600000,8600000,6,730,2900000,6000000,3100000,0
3,0,200000,800000,20,730,300000,400000,300000,0
5,0,7300000,17200000,2,345,8400000,23200000,4900000,1
4,0,3300000,11800000,2,847,2400000,12100000,3000000,0
4,0,8300000,23300000,20,398,11500000,17100000,9900000,1
5,1,4100000,9600000,2,307,7800000,8500000,3100000,1
1,0,7300000,23700000,16,852,6800000,22600000,8500000,0
1,0,9300000,27500000,6,364,13800000,25300000,10800000,1
2,1,4300000,15200000,12,552,2100000,12700000,4800000,0
3,0,2600000,8100000,2,421,3100000,6200000,2500000,0
5,0,2900000,9800000,12,588,2300000,6800000,2900000,0
2,1,900000,3500000,6,763,300000,2000000,600000,0
3,1,4900000,17500000,20,823,8700000,14300000,4800000,0
0,0,7700000,24800000,10,642,10700000,27400000,4500000,0
1,0,4700000,16800000,12,647,8300000,10600000,3400000,0
5,0,3000000,8900000,20,886,1000000,10600000,2800000,0
4,0,9700000,26200000,4,518,0,22500000,14000000,1
0,1,6900000,26800000,20,515,2500000,16700000,8300000,1
2,1,3800000,12400000,8,340,2600000,9700000,2600000,1
3,1,600000,1700000,14,521,1000000,1700000,600000,1
2,1,1200000,2900000,12,330,1600000,3800000,600000,1
4,1,7800000,26800000,2,474,11200000,18400000,5600000,0
0,0,9000000,35100000,6,898,16200000,20700000,9100000,0
1,0,2800000,9100000,12,436,500000,7800000,3600000,1
1,0,7800000,21300000,10,326,10700000,18500000,4500000,1
4,1,4700000,9500000,18,876,6600000,18000000,4100000,0
2,0,4600000,17500000,20,597,6100000,14100000,4100000,0
4,0,5100000,16100000,14,436,2700000,13100000,6700000,1
3,1,6100000,22800000,18,640,7300000,19600000,6000000,0
0,0,6000000,22900000,16,302,6500000,17700000,7100000,1
2,0,8400000,23200000,16,476,5400000,18700000,8600000,1
2,0,9300000,22000000,14,393,3800000,28400000,13900000,1
0,0,4200000,10300000,10,506,4500000,12400000,6000000,1
3,0,9600000,37800000,10,418,5500000,34900000,11300000,1
3,0,5600000,13400000,6,865,9700000,12300000,6000000,0
4,0,7800000,28600000,2,703,12400000,29500000,10500000,0
2,1,4500000,12600000,2,568,3900000,17800000,2900000,0
3,0,2400000,5900000,2,425,500000,7400000,2500000,1
0,0,3900000,11300000,12,305,5900000,8800000,2100000,1
5,1,9600000,20600000,6,456,11000000,21700000,11600000,1
4,0,900000,2600000,2,602,800000,3200000,1000000,0
3,1,1100000,3800000,20,814,1500000,3200000,1100000,0
4,0,6400000,24900000,2,640,5700000,18700000,6300000,0
2,0,4600000,15000000,4,817,2400000,13000000,6600000,0
4,0,7600000,29800000,20,361,5800000,15300000,5900000,1
5,0,6800000,20100000,14,839,600000,15600000,7500000,0
5,0,7100000,27000000,20,592,9600000,20200000,7600000,0
4,1,6700000,24700000,6,498,700000,18800000,8400000,1
5,1,5800000,12400000,6,847,9000000,14100000,7600000,0
0,1,8600000,29400000,16,643,14100000,33000000,12300000,0
0,1,3500000,10600000,4,389,4800000,9100000,2500000,0
2,1,4800000,17500000,20,381,6900000,13400000,7000000,1
5,1,6100000,14400000,16,400,2800000,23800000,5600000,1
5,1,5200000,12700000,16,718,100000,18100000,7200000,0
5,1,4100000,12400000,8,309,1000000,13000000,3300000,1
5,0,3200000,7400000,2,838,2900000,10200000,3600000,0
3,1,7500000,21600000,14,678,12100000,20100000,11200000,0
2,1,1500000,4500000,14,826,1700000,4600000,1600000,0
4,1,1200000,3100000,16,348,2200000,3500000,1700000,1
1,1,8400000,19700000,6,476,16500000,31800000,12100000,1
0,1,7900000,26300000,8,666,9200000,18400000,11800000,0
1,1,2100000,4300000,20,896,2300000,7500000,2300000,0
2,0,2500000,7000000,20,547,1200000,5200000,2300000,1
2,1,3700000,13900000,2,405,3200000,9100000,5500000,0
5,0,1100000,4000000,16,498,100000,2300000,700000,1
5,0,6500000,24800000,8,779,9600000,15700000,8800000,0
0,1,8200000,31500000,8,403,8800000,19000000,6100000,1
2,0,5000000,12400000,8,709,6800000,13300000,4200000,0
1,0,1500000,6000000,6,507,2700000,4800000,1900000,1
5,0,3700000,9100000,18,368,2400000,8400000,3300000,1
3,1,4100000,14600000,16,760,6600000,14900000,3000000,0
2,0,7200000,16800000,6,796,6100000,14400000,9800000,0
1,0,2000000,5000000,6,876,2900000,5800000,1500000,0
3,0,2000000,4700000,14,673,3400000,5900000,1500000,0
1,1,5100000,11500000,4,747,8900000,14100000,7000000,0
1,0,6000000,13600000,12,589,300000,12600000,7100000,0
1,0,4900000,18100000,8,382,400000,15500000,2400000,1
3,1,900000,2300000,12,900,0,3300000,1100000,0
1,1,7500000,25000000,18,628,2200000,21700000,4700000,0
2,0,6400000,25000000,12,667,5500000,25500000,5400000,0
2,1,8700000,26400000,2,778,2400000,28800000,10300000,0
4,1,7300000,17200000,18,831,4300000,23000000,5200000,0
5,0,7400000,27100000,4,320,14600000,25200000,9400000,0
2,0,2700000,9300000,16,656,2500000,6400000,3600000,0
3,0,3400000,8900000,6,896,4800000,10200000,4200000,0
3,1,2100000,7400000,4,320,2700000,6300000,2200000,0
2,0,3100000,10500000,10,751,5900000,9000000,1600000,0
5,0,4700000,17400000,2,523,7000000,10900000,5200000,0
5,0,3100000,10500000,6,584,2100000,10900000,2900000,0
2,0,5700000,20400000,2,630,3100000,22600000,2900000,0
3,1,2300000,8000000,14,472,3300000,7700000,1800000,1
0,1,6600000,18500000,16,802,1100000,21800000,9700000,0
2,1,2700000,6400000,18,547,1700000,9200000,1700000,1
1,1,800000,2800000,16,726,1300000,3100000,1200000,0
1,0,6600000,18500000,8,712,3200000,24400000,7600000,0
3,0,3900000,10700000,6,790,1900000,12500000,2700000,0
5,0,200000,600000,16,396,0,500000,200000,1
3,0,2000000,4200000,6,831,1700000,6900000,1200000,0
2,1,9100000,20900000,20,632,400000,30000000,13200000,0
3,0,4700000,10800000,8,527,3100000,13600000,4800000,1
3,1,3200000,11100000,6,708,5700000,8100000,1500000,0
2,0,1700000,4200000,14,829,1600000,4600000,1600000,0
1,0,2600000,8100000,12,854,5100000,6300000,2500000,0
3,1,2700000,6700000,14,899,4200000,6000000,2000000,0
0,1,3600000,13400000,6,589,0,11200000,4000000,0
